"location","source","target"
"app/templates/views/templates/add-recipients.html:24","In trial mode, you can only send to your team members on GC Notify.",""
"app/templates/views/templates/add-recipients.html:25","To send to more recipients, <a href='{}'>request to go live</a>.",""
"app/templates/views/templates/add.html:8","Add new template or folder",""
"app/templates/views/templates/add.html:13","What do you want to add?",""
"app/templates/views/templates/breaking-change.html:9 app/templates/views/templates/breaking-change.html:15","Confirm changes",""
"app/templates/views/templates/breaking-change.html:22","You removed",""
"app/templates/views/templates/breaking-change.html:27","You added",""
"app/templates/views/templates/breaking-change.html:39","Save changes to template",""
"app/templates/views/templates/breaking-change.html:43","When you send messages using this template you’ll need",""
"app/templates/views/templates/breaking-change.html:45","columns of data:",""
"app/templates/views/templates/breaking-change.html:45","column of data:",""
"app/templates/views/templates/breaking-change.html:66","Developers, you’ll need to update your API calls",""
"app/templates/views/templates/choose.html:14 app/templates/views/templates/choose.html:74","Your Templates",""
"app/templates/views/templates/choose.html:18","Your {}",""
"app/templates/views/templates/choose.html:20 app/templates/views/templates/choose.html:76","Browse {}",""
"app/templates/views/templates/choose.html:31","Create or edit templates",""
"app/templates/views/templates/choose.html:31","To send messages, create a template or work from an existing template. You can also create folders to organize your templates.",""
"app/templates/views/templates/choose.html:45","You need to ask your service manager to add templates before you can send",""
"app/templates/views/templates/choose.html:47","emails, text messages or letters",""
"app/templates/views/templates/choose.html:49","emails or text messages",""
"app/templates/views/templates/choose.html:82","Select template to send.",""
"app/templates/views/templates/choose_history.html:4 app/templates/views/templates/choose_history.html:8","Previous versions",""
"app/templates/views/templates/choose_history.html:21","Back to current templates",""
"app/templates/views/templates/copy.html:8 app/templates/views/templates/copy.html:14","Copy an existing template",""
"app/templates/views/templates/copy.html:8 app/templates/views/templates/copy.html:14 app/templates/views/templates/copy.html:46","into",""
"app/templates/views/templates/copy.html:18 app/templates/views/templates/copy.html:20","Nothing to copy yet",""
"app/templates/views/templates/copy.html:20","When you create templates or join existing services with templates, you will be able to copy them from this list.",""
"app/templates/views/templates/manage-template-folder.html:27","Manage {}",""
"app/templates/views/templates/manage-template-folder.html:43","Delete this folder",""
"app/templates/views/templates/preview_template.html:5 app/templates/views/templates/preview_template.html:10","Previewing template {}",""
"app/templates/views/templates/preview_template.html:20","Edit",""
"app/templates/views/templates/sample_library.html:11","GC Notify sample library",""
"app/templates/views/templates/sample_library.html:22","Filter templates by type",""
"app/templates/views/templates/sample_library.html:30","Sample templates",""
"app/templates/views/templates/sample_library.html:31","Notification type",""
"app/templates/views/templates/sample_library.html:58","No sample templates available.",""
"app/templates/views/templates/sample_library.html:62","More samples coming!",""
"app/templates/views/templates/sample_library.html:63","We're just starting our library.",""
"app/templates/views/templates/sample_library.html:64","Suggest a sample template",""
"app/templates/views/templates/sample_library.html:64","Recommend a template topic or share your own templates. We'll consider adding your suggestions to our library.",""
"app/templates/views/templates/template.html:18","Are you sure you want to redact personalised variable content?",""
"app/templates/views/templates/template.html:22","This protects recipients' information by hiding it in the dashboard and message log.",""
"app/templates/views/templates/template.html:25","You cannot undo this action.",""
"app/templates/views/templates/template.html:54 app/templates/views/templates/view_sample_template.html:38","Edit this template",""
"app/templates/views/templates/template.html:63","Last edited",""
"app/templates/views/templates/template.html:67","See previous versions",""
"app/templates/views/templates/template.html:85","Message size: {} parts",""
"app/templates/views/templates/template.html:115","Redact personalised variable content after sending",""
"app/templates/views/templates/template.html:119","Recipients' information will be redacted from system",""
"app/templates/views/templates/template.html:124","Delete this template",""
"app/templates/views/templates/template_categories.html:19 app/templates/views/templates/template_category.html:22","Category name",""
"app/templates/views/templates/template_categories.html:19","Visibility",""
"app/templates/views/templates/template_categories.html:50","New category",""
"app/templates/views/templates/template_category.html:14","Update category",""
"app/templates/views/templates/template_category.html:14","Create category",""
"app/templates/views/templates/template_category.html:29","Category description",""
"app/templates/views/templates/template_history.html:22","See all versions of this template",""
"app/templates/views/templates/view_sample_template.html:19","Step 1 of 2",""
"app/templates/views/templates/view_sample_template.html:24","The From line shows your service as the sender. To change your service name, visit Settings.",""
"app/templates/views/templates/view_sample_template.html:27","We've filled the subject line and message body with sample content. You can change this content to meet your needs. Continue to the next screen to learn how to edit this sample template.",""
"app/templates/views/user-profile/2fa.html:21","Every time you sign in you will be asked for a second type of verification.",""
"app/templates/views/user-profile/2fa.html:23","Not sure which method to choose? Learn more about 2FA",""
"app/templates/views/user-profile/2fa.html:26","Two-step verification adds an extra layer of security to your account by requiring something in addition to your password when you sign in to Notify.",""
"app/templates/views/user-profile/2fa.html:28","Here’s a simple overview of the two-step verification methods available on Notify:",""
